parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
us-patent-phrase-to-phrase-matching__ac360c66bd904b40b0f44ea18b287ad6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__ad8ecc0ff9d7408f88132fd1eaa5f41d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,-1,1
us-patent-phrase-to-phrase-matching__ae0d5bfc89b340558fea9b86bd1a008e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__af27cd8a32444839a92c6fba17a37c19,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,1,-1
us-patent-phrase-to-phrase-matching__b067ae8b319b48d1914f05dff8361178,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:7,3,1,,1,,1,1,-1
us-patent-phrase-to-phrase-matching__b11fcf35623740558b90e0538f12f8e2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__b1a4b8123cd4422aa1ea245b5dd28af9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,-1,-1,-1
us-patent-phrase-to-phrase-matching__b511ad4c604c499681f0010440209a11,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,1,-1
us-patent-phrase-to-phrase-matching__b528343741fa42bc8135014c9dda6b36,us-patent-phrase-to-phrase-matching,cards_senior_0807.jsonl:5,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__b5630459f88c42459a79af73d16d6db6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,-1,,1,1
us-patent-phrase-to-phrase-matching__b5c9030797874b209ee55961ff6023d7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,,,-1,1
us-patent-phrase-to-phrase-matching__b944358e28c04eedb91a7787cc8c38a6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__baf92897a37746018c90f46909d95ef3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__bd64e4bcd53948b59ec0bd8f92ea973a,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,1
us-patent-phrase-to-phrase-matching__bdd044e953a441a2b5d9401afaabbccf,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__beaa3499ab864eb6a727db3d2baefb00,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,,1,1,1,1
us-patent-phrase-to-phrase-matching__c037e97d2b4c4d43b0db656dc7d5c345,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__c041012acc084026acb1a1f17453ca5e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__c38b1277718c4753a08955a60db22b07,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,-1,-1
us-patent-phrase-to-phrase-matching__c810636feef44a8c917a5a836a51567d,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__c82f069ef6634dec93222fa582310497,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,-1,-1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__c84d769169bf49a08373669017e41aba,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__cce0d2859eb548c79e4d243cdbfd4482,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__cd0c6946273e418b83c6cee6df633ebc,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,1,,,1,1
us-patent-phrase-to-phrase-matching__cd90fc7fe51342338fec170e534faa43,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,-1,1,1,1
us-patent-phrase-to-phrase-matching__cda188658af3403cb5c3916fc489f407,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__cdd2bfb3fe944563999aaad4fdc427eb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,1,,,-1,1
us-patent-phrase-to-phrase-matching__ce2a06ebe2464e2b92b6cf11b44874d7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__ce7adb03c4e7486e9646bc7533463bbf,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,1,,-1,1
us-patent-phrase-to-phrase-matching__cea0ec8414b04c9696193b102df9d917,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__cee9e9eb034344cea482f4ca0b0bfd6b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__cf14b97e147e40e2b9ce06acd0bdeaa2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__cfafa0aa61b14483a99a1fbc39e3a8e7,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,-1
us-patent-phrase-to-phrase-matching__d125bae16a514d1cb38eb9e9cff4f797,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__d2046117346844cc85d373e9c080dec6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,,,-1,-1
us-patent-phrase-to-phrase-matching__d25741d8f37b4a1394affb979cb26a40,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__d36e71f4b89f4417bd4b1380898e43c3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__d3984463a74444bf8c19801dd5db30a2,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:7,0,,,,,,-1,1
us-patent-phrase-to-phrase-matching__d51e72b265fa46e6b193bc729cb11d4e,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:7,0,,,,,,-1,1
us-patent-phrase-to-phrase-matching__d7a012abd95344ec82704d4b19a16274,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__d825756cd1194440a8a6f6a23f3f3869,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:6,4,1,1,1,1,-1,1,-1
us-patent-phrase-to-phrase-matching__d9a75a344a134211b870b29057de33c9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__da8e448dd077435bacc2f5eff75e2352,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__dae3da0dfefc4e9a8de2b14f1b7cdfe9,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:7,3,1,,,,-1,-1,-1
us-patent-phrase-to-phrase-matching__db33542a967f4eb19e9e70e1ddacd7b9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,1,-1,1
us-patent-phrase-to-phrase-matching__db3b52c1864a4d95adf878c12a17a936,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__dbb8b3c71ca74c4aba8ed79f106a4118,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__dc20815afbb0423b8dffa850cdcc833a,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__dc8df2c61c3940b39484aa436140db8b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,-1,-1
us-patent-phrase-to-phrase-matching__dd1156c6923548949963b4f575720ffb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__ddcaa182cd164b468fc14c261cc2aef9,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__ddea1cf1f9f345edadbb9edf65b3d51a,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,-1,,1,1
us-patent-phrase-to-phrase-matching__df6de594cf2d4aedab3f0f1862254e89,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__e0feef5ad2d74a70a48af42027216cd4,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,1
us-patent-phrase-to-phrase-matching__e1f17f286a0344cfb224a07f628cacf5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,1
us-patent-phrase-to-phrase-matching__e2a24ea083304a50a9e7c6a09fa8de6e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__e2e52cd71ddc48d687c06535c2df06a6,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,,-1,1,-1
us-patent-phrase-to-phrase-matching__e3426ebdb6a4427daea73fab8002fdd8,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,-1
us-patent-phrase-to-phrase-matching__e39095bef3fe483cbc2d1a77207da0ee,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__e406674613c74e4e99657f3022f9303d,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:6,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__e6590a95b4784fe9b282e4dfc8faf19b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__e8859230581b42498b27f468edc1ab2b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__e910e640853c4ea1b83153d9029fec1e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__ea4cbd989c1942d0b6b3e61cce2add32,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__ea743eddbbe249bb86d74ee0293952ab,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,,,1,1,-1
us-patent-phrase-to-phrase-matching__eadcc959025843a4871af3b5756f0601,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,-1,-1,,1,1,1
us-patent-phrase-to-phrase-matching__ecd3da8d0c154f3e881c653009bad339,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,-1,1,-1
us-patent-phrase-to-phrase-matching__ecda2c90ef6b4f65ab79697a30f88839,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__ecdf53dd11b14eb1bad26795f4965a69,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,1,1
us-patent-phrase-to-phrase-matching__ef65d29ce6d64d0d86740401c4a787fb,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,-1,,,,1,1,1
us-patent-phrase-to-phrase-matching__f0288ac08e20402faabe252d129d72df,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__f0424306fa914ea587120db5122383f5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__f1b7355457d94a009741f54f9f8e7e35,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:7,3,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__f259cecaaf6745b0a308c97dbf0878db,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,-1,-1
us-patent-phrase-to-phrase-matching__f2daf94f73fa47848070afe1d9a8d5b5,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:6,3,,,1,,,-1,1
us-patent-phrase-to-phrase-matching__f2e803ee4d674e188489bb068d0eaada,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__f3943d4c61684c5c82fceb35ea30a743,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__f444ef949f054ef7bbe604a1efd83d86,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,1
us-patent-phrase-to-phrase-matching__f663078dfb4240d084ce24ac89da280b,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__f7bfc680d2e447b29ed5d4b3087e2785,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__f867019cd1f0468095be90a248207dc2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,1,,,,1,-1
us-patent-phrase-to-phrase-matching__f86b36d36d2140c996d7538d7cb67eae,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__fb3b9a80b1fb4f008345ccc5858c2f20,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,1,,1,1,1,1,-1
us-patent-phrase-to-phrase-matching__fc2628d000e3465d8904d93018038e64,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__fcacd18942944da0874ba645ebe58a28,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__fcef675f701f427aae07fc31a341f270,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,,-1,1,-1
us-patent-phrase-to-phrase-matching__fdd34eed01664222ac512084f603fb41,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,-1,,-1,,-1,1,-1
us-patent-phrase-to-phrase-matching__fdfe8ad8f7e14c16aafb20034163b750,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,1
us-patent-phrase-to-phrase-matching__fe08407271d14f6cb09de1105c5cb8e7,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:6,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__fe8965d563da47eea4b4c94838fa7865,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,-1,,,-1,1
us-patent-phrase-to-phrase-matching__febe9774730a4fa79b0e1f3051d44d07,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__ff79d8e49dc94ff996b629a6d60953af,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
whale-categorization-playground__00778404d0ba40f0967e8ed1171bb289,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,-1
whale-categorization-playground__02d9d3a42ede432aa2f32c033f69f5ca,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,-1,,,-1,-1
whale-categorization-playground__0a5877faf5124a1cac1d803d3ee305c7,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,-1,,-1,-1
whale-categorization-playground__0fe13ced99544aa3ba313ce19e277ec9,whale-categorization-playground,cards_senior_0809.jsonl:5,0,,,,,,-1,-1
whale-categorization-playground__13a443dde76a4c8cba13f962998d159c,whale-categorization-playground,cards_senior_0808.jsonl:6,0,1,,1,,1,1,1
whale-categorization-playground__1c1b0bc804b6464ebdbb799c861d1e55,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,1,,-1,-1
whale-categorization-playground__1e77bad011bf485093f71203d6265f8b,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,,,,-1,-1
whale-categorization-playground__1fb3d64812834d7284a7341c81349baf,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,-1,-1
whale-categorization-playground__26cce1fddf09409a821847f594aec050,whale-categorization-playground,cards_senior_0811.jsonl:42,4,,,,,,-1,1
whale-categorization-playground__280ce14460364a049a36e21bac72b45f,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,1,,,,-1,-1
whale-categorization-playground__29a0130a5fc2427dafe636fa6197c788,whale-categorization-playground,cards_senior_0811.jsonl:37,1,,,,,,-1,-1
whale-categorization-playground__29c3d02d354a445c89199f49b0642813,whale-categorization-playground,cards_senior_0809.jsonl:7,1,,1,,,,1,1
whale-categorization-playground__2b32f68ad33b4aa5a1dadaba1bbfef72,whale-categorization-playground,cards_senior_0809.jsonl:7,1,1,1,1,,1,-1,1
whale-categorization-playground__2c67d08719a844ed83c9abded82ae87d,whale-categorization-playground,cards_senior_0808.jsonl:6,0,-1,,-1,,1,1,-1
whale-categorization-playground__30395c16fc7449949ef0f92916344c29,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,-1,,,,-1,1
whale-categorization-playground__32090beaba24405e94268b3b14d2ab93,whale-categorization-playground,cards_senior_0809.jsonl:5,0,,,,,,-1,1
whale-categorization-playground__3392ea981ef940babb9a0bf3cde9591b,whale-categorization-playground,cards_senior_0808.jsonl:6,0,1,,1,,-1,-1,-1
whale-categorization-playground__38a1008e0215487986c3a3badfdef22b,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,,,,1,1
whale-categorization-playground__3f77dc67239b47ed80fb201797cdf0de,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,1
whale-categorization-playground__403cc46929dd485fbd73e39f82ed8f11,whale-categorization-playground,cards_senior_0808.jsonl:7,3,,,,,,-1,1
whale-categorization-playground__4319242ad0bb493fb5d976d4c6c4954f,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,1,,,1,-1
whale-categorization-playground__4494a93fda3a4c508528994b67bf3286,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,,,,,-1,1
whale-categorization-playground__44d5107f37214fe9a6cb8d9ed0a8e7fa,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,1
whale-categorization-playground__49adb59b29504868abaf68710bf358e0,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,1,,,,-1,-1
whale-categorization-playground__4ff1d73370c54e6abc19dd802f96fd4a,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,-1,1
whale-categorization-playground__5807b65403ad4d57896308e8ea63224e,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,1,,-1,1
whale-categorization-playground__587060bfc9dd4125804f8d5ef234deea,whale-categorization-playground,cards_senior_0811.jsonl:42,4,,,-1,,,1,-1
whale-categorization-playground__5b81a6270bd3476a9ccddc66bd33c9b0,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,1,,,,1,1
whale-categorization-playground__6666224d3bfe4e588c336bab9de1d7dc,whale-categorization-playground,cards_senior_0809.jsonl:6,3,,,,,,1,-1
whale-categorization-playground__6d3cd544ea044e53916334f5a281cd7a,whale-categorization-playground,cards_senior_0811.jsonl:37,1,-1,,-1,,-1,1,1
whale-categorization-playground__758aab05e2d54ecd93e67b253f4f09ba,whale-categorization-playground,cards_senior_0808.jsonl:5,3,-1,,,,1,1,-1
whale-categorization-playground__75e558ecffac40849e0afa1314a0f18c,whale-categorization-playground,cards_senior_0808.jsonl:7,3,1,,,,1,-1,1
whale-categorization-playground__7b29e3b8e903452286c505768a6a6ada,whale-categorization-playground,cards_senior_0809.jsonl:7,1,,,,,,-1,-1
whale-categorization-playground__7e0266aefe4d4e5ba267675d8a3e8a19,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,,,,-1,1
whale-categorization-playground__8428aac7a127427480482874915ee8bc,whale-categorization-playground,cards_senior_0808.jsonl:7,3,,,,,,1,-1
whale-categorization-playground__8b787c6d6e4e44b28d7cd725ceaf4e52,whale-categorization-playground,cards_senior_0811.jsonl:38,3,1,1,,1,-1,1,-1
whale-categorization-playground__8f9d5add50854fdbb767deb057705550,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,,-1,,-1,-1
whale-categorization-playground__8fbf6cf40a0c4f33ba83e9def1918247,whale-categorization-playground,cards_senior_0809.jsonl:6,3,,,,1,,-1,-1
whale-categorization-playground__92c7ee8f458e4ae79fcf978ee1cfa347,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,-1
whale-categorization-playground__96380820a2794c1190bac1cb79d0ab40,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,-1,-1
whale-categorization-playground__9648e0ff8f794193b919c38e8b61d717,whale-categorization-playground,cards_senior_0811.jsonl:38,3,-1,,,,-1,-1,1
whale-categorization-playground__9cb40069531b43609dd0f4dd1bfcc919,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,1,,,,1,-1
whale-categorization-playground__9d02be04caee438f8782179e245839ee,whale-categorization-playground,cards_senior_0808.jsonl:7,3,,,,,,1,-1
whale-categorization-playground__9ee50e882c8040f5a961d9a15a35a286,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,1,,1,-1
whale-categorization-playground__a0527881e0cc4ca3a531ff0378a03350,whale-categorization-playground,cards_senior_0809.jsonl:7,1,1,1,,,1,1,1
whale-categorization-playground__a3a1a0d0f8f746ba93131182afdd8f7f,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,-1,1
whale-categorization-playground__aaf1c83d184a4de3a6845dee4d6cee67,whale-categorization-playground,cards_senior_0809.jsonl:8,0,1,,,,1,-1,-1
whale-categorization-playground__ac31f0ebbf404582a9c8d2944199ae06,whale-categorization-playground,cards_senior_0808.jsonl:7,3,,,,-1,,1,1
whale-categorization-playground__b2dfc1412bae4af1a8f2323a8eb784e7,whale-categorization-playground,cards_senior_0809.jsonl:8,0,,,,,,1,-1
whale-categorization-playground__b37204421a86464586eb12a3ac20c8da,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,1,,,1,1
whale-categorization-playground__bb42dc7fdc844c828c3ba896a7bcd280,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,1
whale-categorization-playground__bb4911ddfd294285ac95f6dd4692c47f,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,1,,1,1
whale-categorization-playground__bdd0bfec55054926976d3890848b609d,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,,-1,,1,1
whale-categorization-playground__be9fe7aad11b44d29c2d6eb01126047c,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,,,,,1,1
whale-categorization-playground__bf3158aa8ab64ec0b4bf6e200aa07418,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,1,,1,,-1,1
whale-categorization-playground__c216f979b9f84b7c86d1a26b1c4d6994,whale-categorization-playground,cards_senior_0807.jsonl:6,2,,,-1,,,-1,1
whale-categorization-playground__c4f3d7ca131f4686bd89dccd75a3a815,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,,,-1,,1,1
whale-categorization-playground__c5e1b7be6f4b41cda8188187ecd0724f,whale-categorization-playground,cards_senior_0809.jsonl:8,0,,,1,,,1,1
whale-categorization-playground__c7b6c3e22ac64f20a564cf0e53c19d20,whale-categorization-playground,cards_senior_0808.jsonl:6,0,,-1,,,,1,1
whale-categorization-playground__d145cb2017084514b06b1341a9146c76,whale-categorization-playground,cards_senior_0811.jsonl:37,1,,,,,,-1,-1
whale-categorization-playground__d60858e2d18f4390a68b8b687ce78196,whale-categorization-playground,cards_senior_0808.jsonl:5,3,,1,,,,1,1
whale-categorization-playground__d696866116d5476192a181434ccb689c,whale-categorization-playground,cards_senior_0808.jsonl:6,0,-1,,-1,,-1,1,-1
whale-categorization-playground__dd012be149594fdf923e2cf14e6b6ad9,whale-categorization-playground,cards_senior_0808.jsonl:6,0,-1,-1,-1,,-1,1,1
